subject,file,window_idx,start_sample,gesture_label,tier,score,laws_passed,laws_failed,verdict,recommendation,wavelet_signal_type,wavelet_cv,wavelet_entropy,synthetic_flag,n_issues,issues
s9,S9_E2_A1.mat,10,5000,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.886,0.923,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,11,5500,1,GOLD,75,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,GOLD — Excellent data quality. Safe for robot training.,Data is ready for robot training pipelines.,biological,1.261,0.902,False,3,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,12,6000,0,SILVER,56,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.651,0.913,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,13,6500,0,SILVER,55,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.428,0.92,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,14,7000,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.648,0.914,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,15,7500,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.616,0.902,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,16,8000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.246,0.914,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,17,8500,0,SILVER,58,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.289,0.916,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,18,9000,1,GOLD,75,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,GOLD — Excellent data quality. Safe for robot training.,Data is ready for robot training pipelines.,biological,0.542,0.909,False,3,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,19,9500,1,GOLD,75,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,GOLD — Excellent data quality. Safe for robot training.,Data is ready for robot training pipelines.,biological,0.751,0.901,False,3,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,20,10000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.69,0.907,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,21,10500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.487,0.912,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,22,11000,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.498,0.917,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,23,11500,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.016,0.908,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,24,12000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.185,0.916,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,25,12500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.609,0.914,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,26,13000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.397,0.916,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,27,13500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.418,0.898,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,28,14000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.434,0.916,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,29,14500,0,SILVER,55,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.312,0.922,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,30,15000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.463,0.911,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,31,15500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.044,0.892,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,32,16000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.339,0.917,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,33,16500,0,SILVER,55,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.23,0.916,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,34,17000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.517,0.912,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,35,17500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.48,0.903,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,36,18000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.551,0.915,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,37,18500,0,SILVER,55,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.482,0.911,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,38,19000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.805,0.913,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,39,19500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.165,0.913,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,40,20000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.963,0.923,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,41,20500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.545,0.915,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,42,21000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.034,0.91,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,43,21500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.303,0.908,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,44,22000,0,SILVER,55,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.518,0.913,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,45,22500,0,SILVER,60,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.32,0.925,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,46,23000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.406,0.917,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,47,23500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.133,0.917,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,48,24000,0,SILVER,55,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.29,0.919,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E2_A1.mat,49,24500,0,SILVER,55,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.785,0.92,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E3_A1.mat,0,0,0,SILVER,63,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.759,0.887,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E3_A1.mat,1,500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.472,0.916,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E3_A1.mat,2,1000,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.653,0.914,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E3_A1.mat,3,1500,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.609,0.928,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E3_A1.mat,4,2000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,uncertain,0.131,0.924,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s9,S9_E3_A1.mat,5,2500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.514,0.91,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
